id,created_at,provider,model,tier,thinking_controls,variant_id,run,base_url,tarife_count,faq_count,produktkarten_count,form_felder_count,hat_kontakt,hat_anbieter,raw_output,meta
13,2026-03-14 13:44:43.312996+00,gemini,gemini-2.5-flash,primary,profile=minimized;api=generateContent;temperature=0.0;seed=42;thinkingBudget=0;responseMimeType=application/json,combined-dsd,1,https://gaio-validation-lab.vercel.app,3,4,2,6,true,true,"{""faq"":[{""frage"":""Was ist eine Haftpflichtversicherung?"",""antwort"":""Eine Haftpflichtversicherung schützt Sie vor Schadensersatzansprüchen Dritter. Sie übernimmt die Kosten, wenn Sie versehentlich Schäden an Personen oder deren Eigentum verursachen.""},{""frage"":""Wie berechne ich meinen Beitrag?"",""antwort"":""Ihr Beitrag hängt von verschiedenen Faktoren ab, wie z.B. Ihrem Alter, Ihrem Wohnort und dem gewünschten Versicherungsschutz. Nutzen Sie unseren Online-Rechner für eine individuelle Berechnung.""},{""frage"":""Kann ich meine Versicherung online kündigen?"",""antwort"":""Ja, Sie können Ihre Versicherung jederzeit online über Ihr Kundenkonto kündigen. Die Kündigungsfrist beträgt in der Regel einen Monat zum Ende der Vertragslaufzeit.""},{""frage"":""Wie lange ist mein Versicherungsschutz aktiv?"",""antwort"":""Ihr Versicherungsschutz beginnt ab dem in Ihrer Police genannten Datum und läuft bis zur gewählten Vertragslaufzeit. Eine Verlängerung erfolgt automatisch, sofern Sie nicht fristgerecht kündigen.""}],""tarife"":[{""name"":""Basis"",""preis"":""3.50"",""deckungssumme"":""5 Mio. €"",""hervorgehoben"":false,""zahlungsperiode"":""pro Monat"",""selbstbeteiligung"":""150 €""},{""name"":""Komfort"",""preis"":""5.90"",""deckungssumme"":""10 Mio. €"",""hervorgehoben"":true,""zahlungsperiode"":""pro Monat"",""selbstbeteiligung"":""0 €""},{""name"":""Premium"",""preis"":""9.80"",""deckungssumme"":""50 Mio. €"",""hervorgehoben"":false,""zahlungsperiode"":""pro Monat"",""selbstbeteiligung"":""0 €""}],""kontakt"":{""telefon"":""0800 123 456 789"",""oeffnungszeiten"":""Mo–Fr: 8:00–18:00 Uhr""},""anbieter"":""DXP Versicherungen"",""formFelder"":[{""typ"":""text"",""label"":""Vorname""},{""typ"":""email"",""label"":""E-Mail""},{""typ"":""number"",""label"":""Gewünschte Deckungssumme in Euro""},{""typ"":""select"",""label"":""Versicherungstyp""},{""typ"":""radio"",""label"":""Zahlungsweise""},{""typ"":""text"",""label"":""Geburtsjahr eingeben""}],""zielgruppe"":null,""produktkarten"":[{""name"":""Privathaftpflicht"",""beschreibung"":""Umfassender Schutz für Ihren Alltag – ab 3,50 € im Monat.""},{""name"":""Hausratversicherung"",""beschreibung"":""Schützen Sie Ihr Hab und Gut gegen Einbruch, Feuer und Wasserschäden.""}]}",{}
14,2026-03-14 13:44:48.056608+00,gemini,gemini-2.5-flash,primary,profile=minimized;api=generateContent;temperature=0.0;seed=42;thinkingBudget=0;responseMimeType=application/json,combined-noscript,1,https://gaio-validation-lab.vercel.app,3,4,2,6,true,true,"{""faq"":[{""frage"":""Was ist eine Haftpflichtversicherung?"",""antwort"":""Eine Haftpflichtversicherung schützt Sie vor Schadensersatzansprüchen Dritter. Sie übernimmt die Kosten, wenn Sie versehentlich Schäden an Personen oder deren Eigentum verursachen.""},{""frage"":""Wie berechne ich meinen Beitrag?"",""antwort"":""Ihr Beitrag hängt von verschiedenen Faktoren ab, wie z.B. Ihrem Alter, Ihrem Wohnort und dem gewünschten Versicherungsschutz. Nutzen Sie unseren Online-Rechner für eine individuelle Berechnung.""},{""frage"":""Kann ich meine Versicherung online kündigen?"",""antwort"":""Ja, Sie können Ihre Versicherung jederzeit online über Ihr Kundenkonto kündigen. Die Kündigungsfrist beträgt in der Regel einen Monat zum Ende der Vertragslaufzeit.""},{""frage"":""Wie lange ist mein Versicherungsschutz aktiv?"",""antwort"":""Ihr Versicherungsschutz beginnt ab dem in Ihrer Police genannten Datum und läuft bis zur gewählten Vertragslaufzeit. Eine Verlängerung erfolgt automatisch, sofern Sie nicht fristgerecht kündigen.""}],""tarife"":[{""name"":""Basis"",""preis"":""3.50"",""deckungssumme"":""5 Mio. €"",""hervorgehoben"":false,""zahlungsperiode"":""monatlich"",""selbstbeteiligung"":""150 €""},{""name"":""Komfort"",""preis"":""5.90"",""deckungssumme"":""10 Mio. €"",""hervorgehoben"":true,""zahlungsperiode"":""monatlich"",""selbstbeteiligung"":""0 €""},{""name"":""Premium"",""preis"":""9.80"",""deckungssumme"":""50 Mio. €"",""hervorgehoben"":false,""zahlungsperiode"":""monatlich"",""selbstbeteiligung"":""0 €""}],""kontakt"":{""telefon"":""0800 123 456 789"",""oeffnungszeiten"":""Mo–Fr: 8:00–18:00 Uhr""},""anbieter"":""DXP Versicherungen"",""formFelder"":[{""typ"":""text"",""label"":""Vorname""},{""typ"":""email"",""label"":""E-Mail""},{""typ"":""number"",""label"":""Gewünschte Deckungssumme in Euro""},{""typ"":""dropdown"",""label"":""Versicherungstyp""},{""typ"":""radio"",""label"":""Zahlungsweise""},{""typ"":""text"",""label"":""Geburtsjahr eingeben""}],""zielgruppe"":""null"",""produktkarten"":[{""name"":""Privathaftpflicht"",""beschreibung"":""Umfassender Schutz für Ihren Alltag – ab 3,50 € im Monat.""},{""name"":""Hausratversicherung"",""beschreibung"":""Schützen Sie Ihr Hab und Gut gegen Einbruch, Feuer und Wasserschäden.""}]}",{}
15,2026-03-14 13:45:22.305293+00,openai,gpt-5-mini,exploratory,profile=minimized;api=responses;reasoning.effort=minimal;text.format=json_object;temperature=unsupported;seed=unsupported,combined-dsd,1,https://gaio-validation-lab.vercel.app,3,3,2,6,true,true,"{""faq"":[{""frage"":""Was ist eine Haftpflichtversicherung?"",""antwort"":""Eine Haftpflichtversicherung schützt Sie vor Schadensersatzansprüchen Dritter. Sie übernimmt die Kosten, wenn Sie versehentlich Schäden an Personen oder deren Eigentum verursachen.""},{""frage"":""Wie berechne ich meinen Beitrag?"",""antwort"":""Ihr Beitrag hängt von verschiedenen Faktoren ab, wie z.B. Ihrem Alter, Ihrem Wohnort und dem gewünschten Versicherungsschutz. Nutzen Sie unseren Online-Rechner für eine individuelle Berechnung.""},{""frage"":""Kann ich meine Versicherung online kündigen?"",""antwort"":""Ja, Sie können Ihre Versicherung jederzeit online über Ihr Kundenkonto kündigen. Die Kündigungsfrist beträgt in der Regel einen Monat zum Ende der Vertragslaufzeit.""}],""tarife"":[{""name"":""Basis"",""preis"":""3,50"",""deckungssumme"":""5 Mio. €"",""hervorgehoben"":false,""zahlungsperiode"":""pro Monat"",""selbstbeteiligung"":""150 €""},{""name"":""Komfort"",""preis"":""5,90"",""deckungssumme"":""10 Mio. €"",""hervorgehoben"":true,""zahlungsperiode"":""pro Monat"",""selbstbeteiligung"":""0 €""},{""name"":""Premium"",""preis"":""9,80"",""deckungssumme"":""50 Mio. €"",""hervorgehoben"":false,""zahlungsperiode"":""pro Monat"",""selbstbeteiligung"":""0 €""}],""kontakt"":{""telefon"":""0800 123 456 789"",""oeffnungszeiten"":""Mo–Fr: 8:00–18:00 Uhr""},""anbieter"":""DXP Versicherungen"",""formFelder"":[{""typ"":""text"",""label"":""Vorname""},{""typ"":""email"",""label"":""E-Mail""},{""typ"":""number"",""label"":""Gewünschte Deckungssumme in Euro""},{""typ"":""select"",""label"":""Versicherungstyp""},{""typ"":""radio"",""label"":""Zahlungsweise""},{""typ"":""text"",""label"":""Geburtsjahr eingeben""}],""zielgruppe"":null,""produktkarten"":[{""name"":""Privathaftpflicht"",""beschreibung"":""Umfassender Schutz für Ihren Alltag – ab 3,50 € im Monat.""},{""name"":""Hausratversicherung"",""beschreibung"":""Schützen Sie Ihr Hab und Gut gegen Einbruch, Feuer und Wasserschäden.""}]}",{}
16,2026-03-14 13:45:33.021325+00,openai,gpt-5-mini,exploratory,profile=minimized;api=responses;reasoning.effort=minimal;text.format=json_object;temperature=unsupported;seed=unsupported,combined-noscript,1,https://gaio-validation-lab.vercel.app,4,3,2,6,true,true,"{""faq"":[{""frage"":""Was ist eine Haftpflichtversicherung?"",""antwort"":""Eine Haftpflichtversicherung schützt Sie vor Schadensersatzansprüchen Dritter. Sie übernimmt die Kosten, wenn Sie versehentlich Schäden an Personen oder deren Eigentum verursachen.""},{""frage"":""Wie berechne ich meinen Beitrag?"",""antwort"":""Ihr Beitrag hängt von verschiedenen Faktoren ab, wie z.B. Ihrem Alter, Ihrem Wohnort und dem gewünschten Versicherungsschutz. Nutzen Sie unseren Online-Rechner für eine individuelle Berechnung.""},{""frage"":""Kann ich meine Versicherung online kündigen?"",""antwort"":""Ja, Sie können Ihre Versicherung jederzeit online über Ihr Kundenkonto kündigen. Die Kündigungsfrist beträgt in der Regel einen Monat zum Ende der Vertragslaufzeit.""}],""tarife"":[{""name"":""Haftpflicht Basis"",""preis"":""3.50"",""deckungssumme"":""5 Mio. €"",""hervorgehoben"":false,""zahlungsperiode"":""monatlich"",""selbstbeteiligung"":""150 €""},{""name"":""Haftpflicht Komfort"",""preis"":""5.90"",""deckungssumme"":""10 Mio. €"",""hervorgehoben"":true,""zahlungsperiode"":""monatlich"",""selbstbeteiligung"":""0 €""},{""name"":""Haftpflicht Premium"",""preis"":""9.80"",""deckungssumme"":""50 Mio. €"",""hervorgehoben"":false,""zahlungsperiode"":""monatlich"",""selbstbeteiligung"":""0 €""},{""name"":""Komfort-Plus"",""preis"":""7.50"",""deckungssumme"":""20 Mio. €"",""hervorgehoben"":false,""zahlungsperiode"":""monatlich"",""selbstbeteiligung"":""0 €""}],""kontakt"":{""telefon"":""0800 123 456 789"",""oeffnungszeiten"":""Mo–Fr: 8:00–18:00 Uhr""},""anbieter"":""DXP Versicherungen"",""formFelder"":[{""typ"":""text"",""label"":""Vorname""},{""typ"":""email"",""label"":""E-Mail""},{""typ"":""number"",""label"":""Gewünschte Deckungssumme in Euro""},{""typ"":""select"",""label"":""Versicherungstyp""},{""typ"":""radio"",""label"":""Zahlungsweise""},{""typ"":""text"",""label"":""Geburtsjahr eingeben""}],""zielgruppe"":""Privatkunden"",""produktkarten"":[{""name"":""Privathaftpflicht"",""beschreibung"":""Umfassender Schutz für Ihren Alltag – ab 3,50 € im Monat.""},{""name"":""Hausratversicherung"",""beschreibung"":""Schützen Sie Ihr Hab und Gut gegen Einbruch, Feuer und Wasserschäden.""}]}",{}
17,2026-03-14 13:46:36.762132+00,openai,gpt-5,exploratory,profile=minimized;api=responses;reasoning.effort=minimal;text.format=json_object;temperature=unsupported;seed=unsupported,combined-dsd,1,https://gaio-validation-lab.vercel.app,3,4,2,6,true,true,"{""faq"":[{""frage"":""Was ist eine Haftpflichtversicherung?"",""antwort"":""Eine Haftpflichtversicherung schützt Sie vor Schadensersatzansprüchen Dritter. Sie übernimmt die Kosten, wenn Sie versehentlich Schäden an Personen oder deren Eigentum verursachen.""},{""frage"":""Wie berechne ich meinen Beitrag?"",""antwort"":""Ihr Beitrag hängt von verschiedenen Faktoren ab, wie z.B. Ihrem Alter, Ihrem Wohnort und dem gewünschten Versicherungsschutz. Nutzen Sie unseren Online-Rechner für eine individuelle Berechnung.""},{""frage"":""Kann ich meine Versicherung online kündigen?"",""antwort"":""Ja, Sie können Ihre Versicherung jederzeit online über Ihr Kundenkonto kündigen. Die Kündigungsfrist beträgt in der Regel einen Monat zum Ende der Vertragslaufzeit.""},{""frage"":""Wie lange ist mein Versicherungsschutz aktiv?"",""antwort"":""Ihr Versicherungsschutz beginnt ab dem in Ihrer Police genannten Datum und läuft bis zur gewählten Vertragslaufzeit. Eine Verlängerung erfolgt automatisch, sofern Sie nicht fristgerecht kündigen.""}],""tarife"":[{""name"":""Basis"",""preis"":""3,50 €"",""deckungssumme"":""5 Mio. €"",""hervorgehoben"":false,""zahlungsperiode"":""pro Monat"",""selbstbeteiligung"":""150 €""},{""name"":""Komfort"",""preis"":""5,90 €"",""deckungssumme"":""10 Mio. €"",""hervorgehoben"":true,""zahlungsperiode"":""pro Monat"",""selbstbeteiligung"":""0 €""},{""name"":""Premium"",""preis"":""9,80 €"",""deckungssumme"":""50 Mio. €"",""hervorgehoben"":false,""zahlungsperiode"":""pro Monat"",""selbstbeteiligung"":""0 €""}],""kontakt"":{""telefon"":""0800 123 456 789"",""oeffnungszeiten"":""Mo–Fr: 8:00–18:00 Uhr""},""anbieter"":""DXP Versicherungen"",""formFelder"":[{""typ"":""text"",""label"":""Vorname""},{""typ"":""email"",""label"":""E-Mail""},{""typ"":""number"",""label"":""Gewünschte Deckungssumme in Euro""},{""typ"":""dropdown"",""label"":""Versicherungstyp""},{""typ"":""radio"",""label"":""Zahlungsweise""},{""typ"":""text"",""label"":""Geburtsjahr eingeben""}],""zielgruppe"":""Privatkunden"",""produktkarten"":[{""name"":""Privathaftpflicht"",""beschreibung"":""Umfassender Schutz für Ihren Alltag – ab 3,50 € im Monat.""},{""name"":""Hausratversicherung"",""beschreibung"":""Schützen Sie Ihr Hab und Gut gegen Einbruch, Feuer und Wasserschäden.""}]}",{}
18,2026-03-14 13:46:46.761957+00,openai,gpt-5,exploratory,profile=minimized;api=responses;reasoning.effort=minimal;text.format=json_object;temperature=unsupported;seed=unsupported,combined-noscript,1,https://gaio-validation-lab.vercel.app,4,3,2,6,true,true,"{""faq"":[{""frage"":""Was ist eine Haftpflichtversicherung?"",""antwort"":""Eine Haftpflichtversicherung schützt Sie vor Schadensersatzansprüchen Dritter. Sie übernimmt die Kosten, wenn Sie versehentlich Schäden an Personen oder deren Eigentum verursachen.""},{""frage"":""Wie berechne ich meinen Beitrag?"",""antwort"":""Ihr Beitrag hängt von verschiedenen Faktoren ab, wie z.B. Ihrem Alter, Ihrem Wohnort und dem gewünschten Versicherungsschutz. Nutzen Sie unseren Online-Rechner für eine individuelle Berechnung.""},{""frage"":""Kann ich meine Versicherung online kündigen?"",""antwort"":""Ja, Sie können Ihre Versicherung jederzeit online über Ihr Kundenkonto kündigen. Die Kündigungsfrist beträgt in der Regel einen Monat zum Ende der Vertragslaufzeit.""}],""tarife"":[{""name"":""Basis"",""preis"":""ab 3,50 €"",""deckungssumme"":""5 Mio. €"",""hervorgehoben"":false,""zahlungsperiode"":""monatlich"",""selbstbeteiligung"":""150 €""},{""name"":""Komfort"",""preis"":""ab 5,90 €"",""deckungssumme"":""10 Mio. €"",""hervorgehoben"":true,""zahlungsperiode"":""monatlich"",""selbstbeteiligung"":""0 €""},{""name"":""Premium"",""preis"":""ab 9,80 €"",""deckungssumme"":""50 Mio. €"",""hervorgehoben"":false,""zahlungsperiode"":""monatlich"",""selbstbeteiligung"":""0 €""},{""name"":""Komfort-Plus"",""preis"":""ab 7,50 €"",""deckungssumme"":""20 Mio. €"",""hervorgehoben"":false,""zahlungsperiode"":""monatlich"",""selbstbeteiligung"":""0 €""}],""kontakt"":{""telefon"":""0800 123 456 789"",""oeffnungszeiten"":""Mo–Fr 8:00–18:00 Uhr""},""anbieter"":""DXP Versicherungen"",""formFelder"":[{""typ"":""text"",""label"":""Vorname""},{""typ"":""email"",""label"":""E-Mail""},{""typ"":""number"",""label"":""Gewünschte Deckungssumme in Euro""},{""typ"":""select"",""label"":""Versicherungstyp""},{""typ"":""radio"",""label"":""Zahlungsweise""},{""typ"":""text"",""label"":""Geburtsjahr eingeben""}],""zielgruppe"":null,""produktkarten"":[{""name"":""Privathaftpflicht"",""beschreibung"":""Umfassender Schutz für Ihren Alltag – ab 3,50 € im Monat.""},{""name"":""Hausratversicherung"",""beschreibung"":""Schützen Sie Ihr Hab und Gut gegen Einbruch, Feuer und Wasserschäden.""}]}",{}
19,2026-03-14 14:20:43.784062+00,openai,gpt-4.1,validation,profile=minimized;api=chat.completions;temperature=0.0;seed=42;response_format=json_object,combined-dsd,1,https://gaio-validation-lab.vercel.app,4,3,2,6,true,true,"{""faq"":[{""frage"":""Was ist eine Haftpflichtversicherung?"",""antwort"":""Eine Haftpflichtversicherung schützt Sie vor Schadensersatzansprüchen Dritter. Sie übernimmt die Kosten, wenn Sie versehentlich Schäden an Personen oder deren Eigentum verursachen.""},{""frage"":""Wie berechne ich meinen Beitrag?"",""antwort"":""Ihr Beitrag hängt von verschiedenen Faktoren ab, wie z.B. Ihrem Alter, Ihrem Wohnort und dem gewünschten Versicherungsschutz. Nutzen Sie unseren Online-Rechner für eine individuelle Berechnung.""},{""frage"":""Kann ich meine Versicherung online kündigen?"",""antwort"":""Ja, Sie können Ihre Versicherung jederzeit online über Ihr Kundenkonto kündigen. Die Kündigungsfrist beträgt in der Regel einen Monat zum Ende der Vertragslaufzeit.""}],""tarife"":[{""name"":""Basis"",""preis"":""3,50"",""deckungssumme"":""5 Mio. €"",""hervorgehoben"":false,""zahlungsperiode"":""Monat"",""selbstbeteiligung"":""150 €""},{""name"":""Komfort"",""preis"":""5,90"",""deckungssumme"":""10 Mio. €"",""hervorgehoben"":true,""zahlungsperiode"":""Monat"",""selbstbeteiligung"":""0 €""},{""name"":""Premium"",""preis"":""9,80"",""deckungssumme"":""50 Mio. €"",""hervorgehoben"":false,""zahlungsperiode"":""Monat"",""selbstbeteiligung"":""0 €""},{""name"":""Komfort-Plus"",""preis"":""7,50"",""deckungssumme"":""20 Mio. €"",""hervorgehoben"":false,""zahlungsperiode"":""Monat"",""selbstbeteiligung"":""0 €""}],""kontakt"":{""telefon"":""0800 123 456 789"",""oeffnungszeiten"":""Mo–Fr: 8:00–18:00 Uhr""},""anbieter"":""DXP Versicherungen"",""formFelder"":[{""typ"":""text"",""label"":""Vorname""},{""typ"":""email"",""label"":""E-Mail""},{""typ"":""number"",""label"":""Gewünschte Deckungssumme in Euro""},{""typ"":""dropdown"",""label"":""Versicherungstyp""},{""typ"":""radio"",""label"":""Zahlungsweise""},{""typ"":""text"",""label"":""Geburtsjahr eingeben""}],""zielgruppe"":null,""produktkarten"":[{""name"":""Privathaftpflicht"",""beschreibung"":""Umfassender Schutz für Ihren Alltag – ab 3,50 € im Monat.""},{""name"":""Hausratversicherung"",""beschreibung"":""Schützen Sie Ihr Hab und Gut gegen Einbruch, Feuer und Wasserschäden.""}]}",{}
20,2026-03-14 14:20:57.324725+00,openai,gpt-4.1,validation,profile=minimized;api=chat.completions;temperature=0.0;seed=42;response_format=json_object,combined-dsd,2,https://gaio-validation-lab.vercel.app,4,4,2,6,true,true,"{""faq"":[{""frage"":""Was ist eine Haftpflichtversicherung?"",""antwort"":""Eine Haftpflichtversicherung schützt Sie vor Schadensersatzansprüchen Dritter. Sie übernimmt die Kosten, wenn Sie versehentlich Schäden an Personen oder deren Eigentum verursachen.""},{""frage"":""Wie berechne ich meinen Beitrag?"",""antwort"":""Ihr Beitrag hängt von verschiedenen Faktoren ab, wie z.B. Ihrem Alter, Ihrem Wohnort und dem gewünschten Versicherungsschutz. Nutzen Sie unseren Online-Rechner für eine individuelle Berechnung.""},{""frage"":""Kann ich meine Versicherung online kündigen?"",""antwort"":""Ja, Sie können Ihre Versicherung jederzeit online über Ihr Kundenkonto kündigen. Die Kündigungsfrist beträgt in der Regel einen Monat zum Ende der Vertragslaufzeit.""},{""frage"":""Wie lange ist mein Versicherungsschutz aktiv?"",""antwort"":""Ihr Versicherungsschutz beginnt ab dem in Ihrer Police genannten Datum und läuft bis zur gewählten Vertragslaufzeit. Eine Verlängerung erfolgt automatisch, sofern Sie nicht fristgerecht kündigen.""}],""tarife"":[{""name"":""Basis"",""preis"":""3,50"",""deckungssumme"":""5 Mio. €"",""hervorgehoben"":false,""zahlungsperiode"":""monatlich"",""selbstbeteiligung"":""150 €""},{""name"":""Komfort"",""preis"":""5,90"",""deckungssumme"":""10 Mio. €"",""hervorgehoben"":true,""zahlungsperiode"":""monatlich"",""selbstbeteiligung"":""0 €""},{""name"":""Premium"",""preis"":""9,80"",""deckungssumme"":""50 Mio. €"",""hervorgehoben"":false,""zahlungsperiode"":""monatlich"",""selbstbeteiligung"":""0 €""},{""name"":""Komfort-Plus"",""preis"":""7,50"",""deckungssumme"":""20 Mio. €"",""hervorgehoben"":false,""zahlungsperiode"":""monatlich"",""selbstbeteiligung"":""0 €""}],""kontakt"":{""telefon"":""0800 123 456 789"",""oeffnungszeiten"":""Mo–Fr: 8:00–18:00 Uhr""},""anbieter"":""DXP Versicherungen"",""formFelder"":[{""typ"":""text"",""label"":""Vorname""},{""typ"":""email"",""label"":""E-Mail""},{""typ"":""number"",""label"":""Gewünschte Deckungssumme in Euro""},{""typ"":""dropdown"",""label"":""Versicherungstyp""},{""typ"":""radio"",""label"":""Zahlungsweise""},{""typ"":""text"",""label"":""Geburtsjahr eingeben""}],""zielgruppe"":""Privatkunden, die eine Privathaftpflichtversicherung suchen"",""produktkarten"":[{""name"":""Privathaftpflicht"",""beschreibung"":""Umfassender Schutz für Ihren Alltag – ab 3,50 € im Monat.""},{""name"":""Hausratversicherung"",""beschreibung"":""Schützen Sie Ihr Hab und Gut gegen Einbruch, Feuer und Wasserschäden.""}]}",{}
21,2026-03-14 14:21:34.333826+00,openai,gpt-4.1,validation,profile=minimized;api=chat.completions;temperature=0.0;seed=42;response_format=json_object,combined-dsd,3,https://gaio-validation-lab.vercel.app,4,4,2,6,true,true,"{""faq"":[{""frage"":""Was ist eine Haftpflichtversicherung?"",""antwort"":""Eine Haftpflichtversicherung schützt Sie vor Schadensersatzansprüchen Dritter. Sie übernimmt die Kosten, wenn Sie versehentlich Schäden an Personen oder deren Eigentum verursachen.""},{""frage"":""Wie berechne ich meinen Beitrag?"",""antwort"":""Ihr Beitrag hängt von verschiedenen Faktoren ab, wie z.B. Ihrem Alter, Ihrem Wohnort und dem gewünschten Versicherungsschutz. Nutzen Sie unseren Online-Rechner für eine individuelle Berechnung.""},{""frage"":""Kann ich meine Versicherung online kündigen?"",""antwort"":""Ja, Sie können Ihre Versicherung jederzeit online über Ihr Kundenkonto kündigen. Die Kündigungsfrist beträgt in der Regel einen Monat zum Ende der Vertragslaufzeit.""},{""frage"":""Wie lange ist mein Versicherungsschutz aktiv?"",""antwort"":""Ihr Versicherungsschutz beginnt ab dem in Ihrer Police genannten Datum und läuft bis zur gewählten Vertragslaufzeit. Eine Verlängerung erfolgt automatisch, sofern Sie nicht fristgerecht kündigen.""}],""tarife"":[{""name"":""Basis"",""preis"":""3,50"",""deckungssumme"":""5 Mio. €"",""hervorgehoben"":false,""zahlungsperiode"":""monatlich"",""selbstbeteiligung"":""150 €""},{""name"":""Komfort"",""preis"":""5,90"",""deckungssumme"":""10 Mio. €"",""hervorgehoben"":true,""zahlungsperiode"":""monatlich"",""selbstbeteiligung"":""0 €""},{""name"":""Premium"",""preis"":""9,80"",""deckungssumme"":""50 Mio. €"",""hervorgehoben"":false,""zahlungsperiode"":""monatlich"",""selbstbeteiligung"":""0 €""},{""name"":""Komfort-Plus"",""preis"":""7,50"",""deckungssumme"":""20 Mio. €"",""hervorgehoben"":false,""zahlungsperiode"":""monatlich"",""selbstbeteiligung"":""0 €""}],""kontakt"":{""telefon"":""0800 123 456 789"",""oeffnungszeiten"":""Mo–Fr: 8:00–18:00 Uhr""},""anbieter"":""DXP Versicherungen"",""formFelder"":[{""typ"":""text"",""label"":""Vorname""},{""typ"":""email"",""label"":""E-Mail""},{""typ"":""number"",""label"":""Gewünschte Deckungssumme in Euro""},{""typ"":""dropdown"",""label"":""Versicherungstyp""},{""typ"":""radio"",""label"":""Zahlungsweise""},{""typ"":""text"",""label"":""Geburtsjahr eingeben""}],""zielgruppe"":""Privatkunden, die eine Privathaftpflichtversicherung suchen"",""produktkarten"":[{""name"":""Privathaftpflicht"",""beschreibung"":""Umfassender Schutz für Ihren Alltag – ab 3,50 € im Monat.""},{""name"":""Hausratversicherung"",""beschreibung"":""Schützen Sie Ihr Hab und Gut gegen Einbruch, Feuer und Wasserschäden.""}]}",{}
22,2026-03-14 14:22:09.414514+00,openai,gpt-4.1,validation,profile=minimized;api=chat.completions;temperature=0.0;seed=42;response_format=json_object,combined-dsd,4,https://gaio-validation-lab.vercel.app,4,3,2,6,true,true,"{""faq"":[{""frage"":""Was ist eine Haftpflichtversicherung?"",""antwort"":""Eine Haftpflichtversicherung schützt Sie vor Schadensersatzansprüchen Dritter. Sie übernimmt die Kosten, wenn Sie versehentlich Schäden an Personen oder deren Eigentum verursachen.""},{""frage"":""Wie berechne ich meinen Beitrag?"",""antwort"":""Ihr Beitrag hängt von verschiedenen Faktoren ab, wie z.B. Ihrem Alter, Ihrem Wohnort und dem gewünschten Versicherungsschutz. Nutzen Sie unseren Online-Rechner für eine individuelle Berechnung.""},{""frage"":""Kann ich meine Versicherung online kündigen?"",""antwort"":""Ja, Sie können Ihre Versicherung jederzeit online über Ihr Kundenkonto kündigen. Die Kündigungsfrist beträgt in der Regel einen Monat zum Ende der Vertragslaufzeit.""}],""tarife"":[{""name"":""Basis"",""preis"":""3,50"",""deckungssumme"":""5 Mio. €"",""hervorgehoben"":false,""zahlungsperiode"":""Monat"",""selbstbeteiligung"":""150 €""},{""name"":""Komfort"",""preis"":""5,90"",""deckungssumme"":""10 Mio. €"",""hervorgehoben"":true,""zahlungsperiode"":""Monat"",""selbstbeteiligung"":""0 €""},{""name"":""Premium"",""preis"":""9,80"",""deckungssumme"":""50 Mio. €"",""hervorgehoben"":false,""zahlungsperiode"":""Monat"",""selbstbeteiligung"":""0 €""},{""name"":""Komfort-Plus"",""preis"":""7,50"",""deckungssumme"":""20 Mio. €"",""hervorgehoben"":false,""zahlungsperiode"":""Monat"",""selbstbeteiligung"":""0 €""}],""kontakt"":{""telefon"":""0800 123 456 789"",""oeffnungszeiten"":""Mo–Fr: 8:00–18:00 Uhr""},""anbieter"":""DXP Versicherungen"",""formFelder"":[{""typ"":""text"",""label"":""Vorname""},{""typ"":""email"",""label"":""E-Mail""},{""typ"":""number"",""label"":""Gewünschte Deckungssumme in Euro""},{""typ"":""dropdown"",""label"":""Versicherungstyp""},{""typ"":""radio"",""label"":""Zahlungsweise""},{""typ"":""text"",""label"":""Geburtsjahr eingeben""}],""zielgruppe"":null,""produktkarten"":[{""name"":""Privathaftpflicht"",""beschreibung"":""Umfassender Schutz für Ihren Alltag – ab 3,50 € im Monat.""},{""name"":""Hausratversicherung"",""beschreibung"":""Schützen Sie Ihr Hab und Gut gegen Einbruch, Feuer und Wasserschäden.""}]}",{}
